"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"247","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.0","understorey"," 1.250"," 1.3500000"," 0.6500000"," 0.500"," 0.800","small","ovoid","black"
"248","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.5","understorey"," 1.000"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","ovoid","black"
"249","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.50","  3.0","understorey"," 1.500"," 1.2500000"," 0.4500000"," 0.400"," 1.800","small","","black"
"250","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  3.0","understorey"," 1.300"," 1.3500000"," 0.9000000"," 0.800"," 1.000","small","globose","black"
"251","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.50","  2.0","understorey"," 0.400"," 0.8000000"," 0.8000000"," 0.600"," 1.000","small","","black"
"252","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.75","  2.0","understorey"," 0.410"," 0.7000000"," 0.7000000"," 0.600"," 0.800","small","ovoid","black"
"253","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  3.0","understorey"," 1.100"," 1.4000000"," 0.7500000"," 0.700"," 0.800","small","","black"
"254","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  3.0","canopy"," 0.840"," 2.1500000"," 0.9000000"," 0.600"," 0.900","small","","black"
"255","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.5","understorey"," 0.450"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","ovoid","black"
"256","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  1.0","understorey"," 0.230"," 0.8000000"," 0.9000000"," 0.700"," 1.100","small","elongate","black"
"257","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  1.6","understorey"," 0.950"," 1.0500000"," 0.7500000"," 0.700"," 0.800","small","ovoid","black"
"258","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  1.50","  3.0","understorey"," 1.450"," 0.6000000"," 0.6000000"," 0.500"," 0.700","small","","black"
"259","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.0","understorey"," 1.050"," 0.7500000"," 0.7500000"," 0.600"," 0.900","small","","black"
"260","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  3.0","understorey"," 1.500"," 0.8000000"," 0.8000000"," 0.600"," 1.000","small","ovoid","black"
"261","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  1.2","understorey"," 0.190"," 1.0500000"," 0.8250000"," 0.750"," 0.900","small","ovoid","black"
"262","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00","  2.0","understorey"," 0.400"," 0.7000000"," 0.7000000"," 0.600"," 0.800","small","","black"
"263","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  0.8","understorey"," 0.300"," 0.8000000"," 0.8000000"," 0.700"," 0.900","small","ovoid","black"
"264","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.50","  0.7","understorey"," 0.320"," 0.6500000"," 0.6500000"," 0.600"," 0.700","small","elongate","black"
"265","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 10.0","canopy"," 2.000"," 1.5000000"," 0.7500000"," 0.700"," 0.800","small","pyramidal","black"
"266","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.7","understorey"," 0.250"," 1.0000000"," 0.7500000"," 0.600"," 0.900","small","ovoid","black"
"267","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.5","understorey"," 1.000"," 1.3000000"," 0.7000000"," 0.900"," 1.000","small","ovoid","black"
"268","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.3","understorey"," 0.650"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","globose","black"
"269","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.5","understorey"," 0.600"," 1.2500000"," 1.1000000"," 1.000"," 1.200","small","","black"
"270","Chelyocarpus","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 12.0","canopy"," 2.100"," 1.7500000"," 1.7500000"," 1.500"," 2.000","small","ovoid","brown"
"271","Chelyocarpus","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00","  9.0","canopy"," 2.300"," 1.8500000"," 1.8500000"," 1.700"," 2.000","small","ovoid","green"
"272","Chelyocarpus","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  7.0","canopy"," 1.760"," 1.8500000"," 2.2500000"," 2.000"," 3.000","small","ovoid","brown"
"273","Clinosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 10.0","canopy"," 1.800"," 1.0000000"," 1.1500000"," 1.000"," 1.100","small","ovoid","green"
"274","Clinosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 10.0","canopy"," 1.500"," 2.2500000"," 1.0500000"," 0.900"," 1.200","small","globose","green"
"275","Clinosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00","  0.6","canopy"," 2.300"," 3.7500000"," 3.2500000"," 3.000"," 3.500","small","","black"
"276","Clinosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  5.0","understorey"," 1.800"," 1.6000000"," 0.7500000"," 0.700"," 0.800","small","ovoid","red"
"277","Clinostigma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 22.00"," 28.0","canopy"," 2.800"," 0.8500000"," 0.7750000"," 0.750"," 0.800","small","globose","multicolor"
"278","Coccothrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 1.600"," 1.1000000"," 0.9000000"," 0.500"," 1.300","small","","black"
"279","Coccothrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 10.0","canopy"," 3.000"," 1.2000000"," 0.9000000"," 0.600"," 1.200","small","globose","black"
"280","Coccothrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 18.0","canopy"," 2.500"," 0.9000000"," 0.9000000"," 0.600"," 1.200","small","ovoid","black"
"281","Coccothrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 1.700"," 1.3500000"," 1.3500000"," 0.700"," 2.000","small","globose","black"
"282","Coccothrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 10.0","canopy"," 1.000"," 1.2500000"," 1.2500000"," 1.200"," 1.300","small","","purple"
"283","Cocos","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 35.00"," 40.0","canopy"," 8.300","22.5000000","14.0000000"," 8.000","20.000","large","globose","brown"
"284","Colpothrinax","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 40.0","canopy"," 1.520"," 1.8500000"," 1.8500000"," 1.600"," 2.100","small","ovoid","multicolor"
"285","Colpothrinax","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 35.0","canopy"," 1.400"," 1.7500000"," 1.7500000"," 1.500"," 2.000","small","globose","black"
"286","Colpothrinax","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 50.0","canopy"," 1.160"," 1.2500000"," 1.2500000"," 1.000"," 1.500","small","globose","black"
"287","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 27.0","canopy"," 1.300"," 1.5000000"," 1.3000000"," 0.900"," 1.700","small","","black"
"288","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 61.0","canopy"," 1.500"," 2.0500000"," 1.9000000"," 1.800"," 2.000","small","","black"
"289","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 50.0","canopy"," 1.000"," 2.1000000"," 2.1000000"," 2.000"," 2.200","small","ovoid","black"
"290","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 15.0","canopy"," 1.250"," 1.8500000"," 1.8500000"," 1.700"," 2.000","small","ovoid","black"
"291","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  8.00"," 30.0","canopy"," 1.200"," 1.8500000"," 1.8500000"," 1.700"," 2.000","small","","black"
"292","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00"," 36.0","canopy"," 1.200"," 1.8000000"," 1.8000000"," 1.700"," 1.900","small","ovoid","black"
"293","Copernicia","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 30.0","canopy"," 1.000"," 2.7500000"," 1.7500000"," 1.500"," 2.000","small","globose","black"
"294","Corypha","Corypheae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  5.00","100.0","understorey"," 3.400"," 7.5000000"," 6.5000000"," 6.000"," 7.000","large","globose","brown"
"295","Corypha","Corypheae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00","100.0","canopy"," 4.000"," 4.0000000"," 4.0000000"," 3.500"," 4.500","large","ovoid","brown"
"296","Corypha","Corypheae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00","100.0","canopy"," 3.650"," 2.5000000"," 2.2500000"," 1.500"," 3.000","small","ovoid","brown"
"297","Cryosophila","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"," 10.00"," 13.0","canopy"," 1.200"," 1.6500000"," 1.6500000"," 1.300"," 2.000","small","ovoid","white"
"298","Cryosophila","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","  5.00"," 10.0","understorey"," 1.300"," 1.5500000"," 1.5500000"," 1.200"," 1.900","small","globose","white"
"299","Cryosophila","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"," 10.00"," 12.0","canopy"," 1.500"," 1.2500000"," 1.2500000"," 1.100"," 1.400","small","ovoid","white"
"300","Cryosophila","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"," 12.00"," 15.0","canopy"," 1.500"," 2.3000000"," 2.0500000"," 1.800"," 2.300","small","","white"
"301","Cyphokentia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 18.0","canopy"," 2.020"," 1.2000000"," 1.3000000"," 1.200"," 1.400","small","","red"
"302","Cyphophoenix","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 14.0","canopy"," 2.500"," 1.9500000"," 1.3500000"," 1.300"," 1.400","small","","green"
"303","Cyphosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 3.400"," 1.2500000"," 1.1000000"," 1.000"," 1.200","small","ovoid","red"
"304","Cyrtostachys","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 25.00"," 25.0","canopy"," 4.500"," 1.3500000"," 0.5000000"," 0.300"," 0.500","small","elongate","black"
"305","Cyrtostachys","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 3.500"," 1.4500000"," 0.5500000"," 0.500"," 0.600","small","ellipsoid","black"
"306","Cyrtostachys","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 21.60"," 15.0","canopy"," 4.100"," 1.0000000"," 0.5000000"," 0.400"," 0.600","small","ellipsoid","black"
"307","Cyrtostachys","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 30.0","canopy"," 4.800"," 1.2000000"," 0.4500000"," 0.400"," 0.500","small","ellipsoid","black"
"308","Cyrtostachys","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 20.00"," 10.0","canopy"," 1.800"," 0.9000000"," 0.5000000"," 0.400"," 0.700","small","ovoid","black"
"309","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","  7.00","  3.5","canopy"," 2.500"," 1.6750000"," 1.6750000"," 1.350"," 2.000","small","ovoid","brown"
"310","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 10.00","  3.5","canopy"," 2.800"," 1.2250000"," 1.3500000"," 1.000"," 1.700","small","ovoid","orange"
"311","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"," 20.00","  2.0","canopy"," 1.500"," 1.1500000"," 0.8000000"," 0.800"," 1.400","small","","brown"
"312","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 25.00","  6.0","canopy"," 3.200"," 2.0000000"," 1.9000000"," 1.800"," 2.000","small","globose","brown"
"313","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","  5.00","  5.0","understorey"," 4.500"," 2.4000000"," 1.7500000"," 1.700"," 1.800","small","globose","red"
"314","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  7.0","canopy"," 3.000"," 1.3500000"," 1.3500000"," 1.000"," 1.700","small","","brown"
"315","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 20.00","  2.5","canopy"," 2.200"," 2.2500000"," 1.9000000"," 1.800"," 2.000","small","ovoid","multicolor"
"316","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 10.00","  2.0","canopy"," 0.900"," 2.0000000"," 2.6500000"," 2.500"," 2.800","small","ovoid","green"
"317","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"," 10.00","  8.0","canopy"," 3.000"," 2.2000000"," 2.1500000"," 2.000"," 2.300","small","ovoid","red"
"318","Daemonorops","Calameae","Calamoideae","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","  3.50","  4.0","understorey"," 2.000"," 2.6000000"," 2.4500000"," 1.900"," 3.000","small","ovoid","red"
"319","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 15.00","  6.0","canopy"," 3.700"," 3.0000000"," 2.7500000"," 2.500"," 3.000","small","globose","brown"
"320","Daemonorops","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 10.00","  4.0","canopy"," 2.750"," 1.6000000"," 1.5500000"," 1.100"," 2.000","small","globose","green"
"321","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 20.00","  5.0","canopy"," 1.280"," 1.5200000"," 1.2700000"," 1.030"," 1.620","small","globose","multicolor"
"322","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 50.00","  5.0","canopy"," 2.470"," 3.6200000"," 1.6600000"," 1.270"," 1.830","small","ovoid","red"
"323","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 10.00","  1.1","canopy"," 0.940"," 1.2300000"," 0.7000000"," 0.550"," 1.090","small","ellipsoid","red"
"324","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 20.00","  3.0","canopy"," 2.250"," 1.4900000"," 1.4200000"," 0.840"," 2.000","small","globose","red"
"325","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 37.00","  3.5","canopy"," 1.910"," 1.6943627"," 1.1935980"," 0.790"," 1.790","small","globose","red"
"326","Desmoncus","Cocoseae","Arecoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","  2.50","  1.0","both"," 0.405"," 1.3300000"," 1.0787500"," 0.950"," 1.110","small","globose","orange"
"327","Dictyocaryum","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 22.00"," 20.0","canopy"," 2.700"," 3.2500000"," 2.5000000"," 2.000"," 3.000","small","","yellow"
"328","Dictyocaryum","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"," 25.00"," 45.0","canopy"," 6.000"," 2.6500000"," 2.6500000"," 2.300"," 3.000","small","ovoid","yellow"
"329","Dictyocaryum","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 3.500"," 3.2500000"," 2.7500000"," 2.000"," 3.500","small","globose","brown"
"330","Dictyosperma","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 4.140"," 1.2500000"," 1.0500000"," 1.000"," 1.100","small","globose","black"
"331","Dransfieldia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  5.0","canopy"," 2.000"," 1.5450000"," 0.8500000"," 0.760"," 0.950","small","globose","black"
"332","Drymophloeus","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  3.0","understorey"," 1.600"," 1.7000000"," 1.0500000"," 0.580"," 1.300","small","globose","red"
"333","Drymophloeus","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  7.0","understorey"," 1.400"," 1.7000000"," 0.8000000"," 0.550"," 1.190","small","pyramidal","red"
"334","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  8.0","canopy"," 1.500"," 0.9500000"," 0.6500000"," 0.600"," 0.700","small","","orange"
"335","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  6.0","understorey"," 1.000"," 1.2500000"," 0.9500000"," 0.800"," 1.100","small","","multicolor"
"336","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  0.8","understorey"," 0.400"," 1.2500000"," 0.4750000"," 0.450"," 0.500","small","","red"
"337","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 12.0","canopy"," 3.100"," 1.4000000"," 1.2750000"," 1.050"," 1.500","small","ovoid","multicolor"
"338","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.20","  1.2","understorey"," 0.480"," 1.2000000"," 0.7250000"," 0.700"," 0.750","small","ovoid","orange"
"339","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  9.00","  2.5","canopy"," 1.600"," 1.4500000"," 1.1000000"," 0.700"," 1.500","small","ovoid","green"
"340","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  1.0","understorey"," 0.270"," 0.5350000"," 0.2150000"," 0.210"," 0.220","small","ellipsoid","red"
"341","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00"," 12.0","understorey"," 3.160"," 2.0000000"," 2.0000000"," 1.200"," 1.800","small","ovoid","multicolor"
"342","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  6.00","  6.5","canopy"," 2.420"," 1.1000000"," 1.0000000"," 0.800"," 1.200","small","","multicolor"
"343","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00"," 12.0","canopy"," 1.730"," 1.5000000"," 1.2000000"," 0.800"," 1.600","small","","yellow"
"344","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 15.0","understorey"," 1.160"," 2.0000000"," 0.9500000"," 0.900"," 1.000","small","ovoid","multicolor"
"345","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 40.0","canopy"," 6.340"," 2.5000000"," 2.1500000"," 1.800"," 2.500","small","globose","green"
"346","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.8","understorey"," 0.260"," 0.9500000"," 0.4500000"," 0.400"," 0.500","small","ovoid","red"
"347","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 10.00","  9.0","canopy"," 2.030"," 1.0500000"," 0.5000000"," 0.400"," 0.600","small","globose","red"
"348","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 40.0","canopy"," 6.000"," 2.7500000"," 1.9000000"," 1.700"," 2.100","small","elongate","multicolor"
"349","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.9","understorey"," 0.320"," 1.2500000"," 0.7250000"," 0.500"," 0.950","small","ovoid","red"
"350","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  1.5","understorey"," 0.660"," 0.9500000"," 0.4250000"," 0.350"," 0.500","small","","orange"
"351","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 15.0","canopy"," 1.800"," 1.8000000"," 1.0500000"," 0.850"," 1.250","small","globose","green"
"352","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  0.8","understorey"," 0.380"," 1.1000000"," 0.5250000"," 0.350"," 0.700","small","ovoid","red"
"353","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00","  4.0","canopy"," 1.180"," 0.8000000"," 0.4000000"," 0.300"," 0.500","small","globose","red"
"354","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.0","understorey"," 0.410"," 1.3000000"," 0.6750000"," 0.450"," 0.900","small","","red"
"355","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  2.0","canopy"," 0.475"," 1.1000000"," 0.4750000"," 0.400"," 0.550","small","","red"
"356","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 18.0","canopy"," 1.270"," 2.7500000"," 2.0000000"," 1.500"," 2.500","small","ovoid","brown"
"357","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 4.000"," 2.2000000"," 1.7500000"," 1.700"," 1.800","small","globose","black"
"358","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 40.0","canopy"," 3.500"," 1.8500000"," 1.6000000"," 1.200"," 2.000","small","globose","green"
"359","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 40.0","canopy"," 2.450"," 2.3500000"," 2.1000000"," 2.000"," 2.200","small","","multicolor"
"360","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.40","  1.5","understorey"," 0.410"," 1.2000000"," 0.6500000"," 0.500"," 0.800","small","","red"
"361","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  8.0","canopy"," 2.000"," 1.7500000"," 1.3000000"," 1.200"," 1.400","small","globose","multicolor"
"362","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 18.0","canopy"," 4.000"," 2.5000000"," 2.1500000"," 1.800"," 2.500","small","globose","black"
"363","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.0","understorey"," 0.310"," 1.6500000"," 1.0500000"," 1.000"," 1.100","small","","red"
"364","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 12.0","canopy"," 1.850"," 2.0000000"," 1.8000000"," 1.400"," 2.200","small","","multicolor"
"365","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.50","  0.8","understorey"," 0.400"," 0.5650000"," 0.4500000"," 0.400"," 0.500","small","ovoid","red"
"366","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  2.5","canopy"," 0.840"," 0.9500000"," 0.4750000"," 0.450"," 0.500","small","globose","red"
"367","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 24.00"," 18.0","canopy"," 3.300"," 0.8000000"," 0.8500000"," 0.700"," 1.000","small","globose","multicolor"
"368","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  1.5","understorey"," 0.710"," 1.0500000"," 1.0500000"," 0.900"," 1.200","small","","red"
"369","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 25.0","canopy"," 3.900"," 2.1000000"," 1.5000000"," 1.200"," 1.700","small","","multicolor"
